d,n_pow,scew,sigma_total,trans_err,normal_err,c_trans,c_normal
1000.0,4.0,0.1,10.0,471.09375,477.5390625,1.177734375,0.119384765625
1000.0,4.0,0.1,100.0,47109.375,47843.75,1.177734375,11.9609375
1000.0,4.0,0.1,500.0,1177734.375000001,1194000.0,1.177734375,298.5
1000.0,4.0,1.0,1.0,11.875000000000025,1187.5,2.96875,0.296875
1000.0,4.0,1.0,10.0,1187.4999999999995,113000.0,2.96875,28.25
1000.0,4.0,1.0,100.0,118750.00000000022,11776000.0,2.96875,2944.0
1000.0,4.0,1.0,500.0,2968750.0000000047,282624000.0,2.96875,70656.0
1000.0,4.0,10.0,1.0,61.99999999999995,62000.0,15.5,15.5
1000.0,4.0,10.0,10.0,6200.000000000001,6075000.0,15.5,1518.75
1000.0,4.0,10.0,100.0,620000.0000000003,617838000.0,15.5,154459.5
1000.0,4.0,10.0,500.0,15499999.99999999,15442518000.0,15.5,3860629.5
1000.0,5.0,0.01,1.0,4.781249999999983,4.81414794921875,1.1953125,0.0012035369873046
1000.0,5.0,0.01,10.0,478.1249999999988,480.95703125,1.1953125,0.1202392578125
1000.0,5.0,0.01,100.0,47812.49999999993,48062.5,1.1953125,12.015625
1000.0,5.0,0.01,500.0,1195312.499999995,1203000.0,1.1953125,300.75
1000.0,5.0,0.1,1.0,4.8437499999999964,4.89044189453125,1.2109375,0.0012226104736328
1000.0,5.0,0.1,10.0,484.375,489.2578125,1.2109375,0.122314453125
1000.0,5.0,0.1,100.0,48437.5,48500.0,1.2109375,12.125
1000.0,5.0,0.1,500.0,1210937.500000001,1228000.0,1.2109375,307.0
1000.0,5.0,1.0,1.0,14.125000000000028,1468.75,3.53125,0.3671875
1000.0,5.0,1.0,10.0,1412.499999999999,136000.0,3.53125,34.0
1000.0,5.0,1.0,100.0,141250.00000000026,15360000.0,3.53125,3840.0
1000.0,5.0,1.0,500.0,3531250.000000005,344064000.0,3.53125,86016.0
1000.0,5.0,10.0,1.0,77.68749999999994,77687.5,19.421875,19.421875
1000.0,5.0,10.0,10.0,7768.750000000001,7782875.0,19.421875,1945.71875
1000.0,5.0,10.0,100.0,776875.0000000005,778019125.0,19.421875,194504.78125
1000.0,5.0,10.0,500.0,19421874.99999999,19447737875.0,19.421875,4861934.46875
1000.0,6.0,0.01,1.0,4.921874999999983,4.8980712890625,1.23046875,0.0012245178222656
1000.0,6.0,0.01,10.0,492.1874999999988,490.72265625,1.23046875,0.1226806640625
1000.0,6.0,0.01,100.0,49218.74999999993,49062.5,1.23046875,12.265625
1000.0,6.0,0.01,500.0,1230468.749999995,1226000.0,1.23046875,306.5
1000.0,6.0,0.1,1.0,4.9179687499999964,4.94384765625,1.2294921875,0.0012359619140625
1000.0,6.0,0.1,10.0,491.796875,750.0,1.2294921875,0.1875
1000.0,6.0,0.1,100.0,49179.6875,51000.0,1.2294921875,12.75
1000.0,6.0,0.1,500.0,1229492.187500001,1250000.0,1.2294921875,312.5
1000.0,6.0,1.0,1.0,16.250000000000032,1757.8125,4.0625,0.439453125
1000.0,6.0,1.0,10.0,1624.999999999999,184000.0,4.0625,46.0
1000.0,6.0,1.0,100.0,162500.0000000003,17536000.0,4.0625,4384.0
1000.0,6.0,1.0,500.0,4062500.000000006,434176000.0,4.0625,108544.0
1000.0,6.0,10.0,1.0,95.15624999999991,95156.25,23.7890625,23.7890625
1000.0,6.0,10.0,10.0,9515.625000000002,9399375.0,23.7890625,2349.84375
1000.0,6.0,10.0,100.0,951562.5000000003,939155625.0,23.7890625,234788.90625
1000.0,6.0,10.0,500.0,23789062.499999985,23477630625.0,23.7890625,5869407.65625
100.0,6.0,2.0,100.0,619999.9999999995,37328850.0,15.5,93322.125
100.0,6.0,5.0,100.0,931874.999999998,87683062.5,23.296875,219207.65625
100.0,6.0,25.0,100.0,951562.5,94269937.5,23.7890625,235674.84375
100.0,6.0,50.0,100.0,951562.5,94269937.5,23.7890625,235674.84375
100.0,6.0,100.0,100.0,951562.5,94269937.5,23.7890625,235674.84375
100.0,6.0,75.0,100.0,951562.5,94269937.5,23.7890625,235674.84375
100.0,3.0,2.0,100.0,299999.99999999977,18022400.0,7.5,45056.0
100.0,3.0,5.0,100.0,429999.9999999991,41804800.0,10.75,104512.0
100.0,3.0,25.0,100.0,420000.0,42662400.0,10.5,106656.0
100.0,3.0,50.0,100.0,420000.0,42662400.0,10.5,106656.0
100.0,3.0,75.0,100.0,420000.0,42662400.0,10.5,106656.0
100.0,3.0,100.0,100.0,420000.0,42662400.0,10.5,106656.0
100.0,3.0,0.5,100.0,68125.00000000001,192000.0,1.703125,480.0
100.0,6.0,0.5,100.0,95625.0,320000.0,2.390625,800.0
100.0,6.0,0.25,100.0,75781.24999999997,103200.0,1.89453125,258.0
100.0,6.0,0.75,100.0,143125.00000000003,1184000.0,3.578125,2960.0
100.0,6.0,0.9,100.0,186249.9999999999,2432000.0,4.65625,6080.0
100.0,3.0,0.25,100.0,60624.99999999998,75200.0,1.515625,188.0
100.0,3.0,0.75,100.0,88750.00000000001,576000.0,2.21875,1440.0
100.0,3.0,0.9,100.0,107499.99999999994,1177600.0,2.6875,2944.0
1000.0,3.0,0.01,1000.0,4570312.499999982,4592000.0,1.142578125,1148.0
1000.0,3.0,0.1,1000.0,4585937.500000004,4648000.0,1.146484375,1162.0
1000.0,3.0,0.5,1000.0,4968749.999999997,18560000.0,1.2421875,4640.0
1000.0,3.0,1.0,1000.0,9750000.000000017,835584000.0,2.4375,208896.0
1000.0,3.0,2.0,1000.0,30000000.00000001,15990784000.0,7.5,3997696.0
1000.0,3.0,5.0,1000.0,43000000.00000001,34437120000.0,10.75,8609280.0
1000.0,3.0,7.5,1000.0,42000000.00000001,43495168000.0,10.5,10873792.0
1000.0,3.0,10.0,1000.0,41999999.99999998,44172224000.0,10.5,11043056.0
1000.0,3.0,25.0,1000.0,42000000.0,43369536000.0,10.5,10842384.0
1000.0,3.0,50.0,1000.0,42000000.0,43369536000.0,10.5,10842384.0
1000.0,3.0,75.0,1000.0,42000000.0,43369536000.0,10.5,10842384.0
1000.0,3.0,100.0,1000.0,42000000.0,43369536000.0,10.5,10842384.0
1000.0,3.0,0.5,100.0,49687.49999999999,186000.0,1.2421875,46.5
1000.0,3.0,2.0,100.0,300000.0,147456000.0,7.5,36864.0
1000.0,3.0,5.0,100.0,429999.9999999995,418048000.0,10.75,104512.0
1000.0,3.0,7.5,100.0,419999.9999999992,426624000.0,10.5,106656.0
1000.0,3.0,25.0,100.0,420000.0,426624000.0,10.5,106656.0
1000.0,3.0,50.0,100.0,420000.0,426624000.0,10.5,106656.0
1000.0,3.0,75.0,100.0,420000.0,426624000.0,10.5,106656.0
1000.0,3.0,100.0,100.0,420000.0,426624000.0,10.5,106656.0
1000.0,3.0,0.5,1.0,4.9687499999999964,19.04296875,1.2421875,0.0047607421875
1000.0,3.0,2.0,1.0,29.999999999999982,16250.0,7.5,4.0625
1000.0,3.0,5.0,1.0,42.99999999999999,44000.0,10.75,11.0
1000.0,3.0,7.5,1.0,41.99999999999999,43500.0,10.5,10.875
1000.0,3.0,25.0,1.0,42.0,42000.0,10.5,10.5
1000.0,3.0,50.0,1.0,42.0,42000.0,10.5,10.5
1000.0,3.0,75.0,1.0,42.0,42000.0,10.5,10.5
1000.0,3.0,100.0,1.0,42.0,42000.0,10.5,10.5
1.0,2.0,0.01,1.0,27.5,27.5,6.875,6.875
1.0,2.0,0.1,1.0,27.5,27.5,6.875,6.875
1.0,2.0,0.5,1.0,27.5,27.5,6.875,6.875
1.0,2.0,1.0,1.0,27.5,27.5,6.875,6.875
1.0,2.0,2.0,1.0,27.5,27.5,6.875,6.875
1.0,2.0,5.0,1.0,27.499999999999975,27.5,6.875,6.875
1.0,2.0,7.5,1.0,27.5,27.5,6.875,6.875
1.0,2.0,10.0,1.0,27.49999999999999,27.5,6.875,6.875
1.0,2.0,25.0,1.0,27.5,27.5,6.875,6.875
1.0,2.0,50.0,1.0,27.5,27.5,6.875,6.875
1.0,2.0,75.0,1.0,27.5,27.5,6.875,6.875
1.0,2.0,100.0,1.0,27.5,27.5,6.875,6.875
1.0,3.0,0.01,1.0,42.0,42.0,10.5,10.5
1.0,3.0,0.1,1.0,42.0,42.0,10.5,10.5
1.0,3.0,0.5,1.0,42.0,42.0,10.5,10.5
1.0,3.0,1.0,1.0,42.0,42.0,10.5,10.5
1.0,3.0,2.0,1.0,42.0,42.0,10.5,10.5
1.0,3.0,5.0,1.0,41.999999999999964,42.0,10.5,10.5
1.0,3.0,7.5,1.0,42.0,42.0,10.5,10.5
1.0,3.0,10.0,1.0,41.99999999999998,42.0,10.5,10.5
1.0,3.0,25.0,1.0,42.0,42.0,10.5,10.5
1.0,3.0,50.0,1.0,42.0,42.0,10.5,10.5
1.0,3.0,75.0,1.0,42.0,42.0,10.5,10.5
1.0,3.0,100.0,1.0,42.0,42.0,10.5,10.5
1.0,6.0,0.01,1.0,95.15625,95.15625,23.7890625,23.7890625
1.0,6.0,0.1,1.0,95.15625,95.15625,23.7890625,23.7890625
1.0,6.0,0.5,1.0,95.15625,95.15625,23.7890625,23.7890625
1.0,6.0,1.0,1.0,95.15625,95.15625,23.7890625,23.7890625
1.0,6.0,2.0,1.0,95.15625,95.15625,23.7890625,23.7890625
1.0,6.0,5.0,1.0,95.15624999999991,95.15625,23.7890625,23.7890625
1.0,6.0,7.5,1.0,95.15625,95.15625,23.7890625,23.7890625
1.0,6.0,10.0,1.0,95.15624999999996,95.15625,23.7890625,23.7890625
1.0,6.0,25.0,1.0,95.15625,95.15625,23.7890625,23.7890625
1.0,6.0,50.0,1.0,95.15625,95.15625,23.7890625,23.7890625
1.0,6.0,75.0,1.0,95.15625,95.15625,23.7890625,23.7890625
1.0,6.0,100.0,1.0,95.15625,95.15625,23.7890625,23.7890625
10.0,2.0,0.01,1.0,9.250000000000004,9.6875,2.3125,0.2421875
10.0,2.0,0.1,1.0,9.250000000000004,9.6875,2.3125,0.2421875
10.0,2.0,0.5,1.0,8.999999999999998,14.6875,2.25,0.3671875
10.0,2.0,1.0,1.0,12.750000000000004,32.5,3.1875,0.8125
10.0,2.0,2.0,1.0,19.499999999999996,112.5,4.875,2.8125
10.0,2.0,5.0,1.0,26.99999999999998,255.0,6.75,6.375
10.0,2.0,7.5,1.0,27.000000000000025,270.0,6.75,6.75
10.0,2.0,10.0,1.0,27.499999999999993,275.0,6.875,6.875
10.0,2.0,25.0,1.0,27.5,275.0,6.875,6.875
10.0,2.0,50.0,1.0,27.5,275.0,6.875,6.875
10.0,2.0,75.0,1.0,27.5,275.0,6.875,6.875
10.0,2.0,100.0,1.0,27.5,275.0,6.875,6.875
10.0,3.0,0.01,1.0,11.625000000000005,11.640625,2.90625,0.291015625
10.0,3.0,0.1,1.0,11.625000000000005,12.1875,2.90625,0.3046875
10.0,3.0,0.5,1.0,13.124999999999998,20.625,3.28125,0.515625
10.0,3.0,1.0,1.0,19.000000000000004,53.125,4.75,1.328125
10.0,3.0,2.0,1.0,28.999999999999996,190.0,7.25,4.75
10.0,3.0,5.0,1.0,42.999999999999964,440.0,10.75,11.0
10.0,3.0,7.5,1.0,42.000000000000036,435.0,10.5,10.875
10.0,3.0,10.0,1.0,41.99999999999999,420.0,10.5,10.5
10.0,3.0,25.0,1.0,42.0,420.0,10.5,10.5
10.0,3.0,50.0,1.0,42.0,420.0,10.5,10.5
10.0,3.0,75.0,1.0,42.0,420.0,10.5,10.5
10.0,3.0,100.0,1.0,42.0,420.0,10.5,10.5
10.0,6.0,0.01,1.0,18.875000000000007,19.375,4.71875,0.484375
10.0,6.0,0.1,1.0,18.500000000000007,19.53125,4.625,0.48828125
10.0,6.0,0.5,1.0,23.624999999999996,41.5625,5.90625,1.0390625
10.0,6.0,1.0,1.0,38.00000000000001,112.5,9.5,2.8125
10.0,6.0,2.0,1.0,63.49999999999999,397.8125,15.875,9.9453125
10.0,6.0,5.0,1.0,93.18749999999993,866.25,23.296875,21.65625
10.0,6.0,7.5,1.0,99.75000000000009,997.5,24.9375,24.9375
10.0,6.0,10.0,1.0,95.15624999999999,951.5625,23.7890625,23.7890625
10.0,6.0,25.0,1.0,95.15625,951.5625,23.7890625,23.7890625
10.0,6.0,50.0,1.0,95.15625,951.5625,23.7890625,23.7890625
10.0,6.0,75.0,1.0,95.15625,951.5625,23.7890625,23.7890625
10.0,6.0,100.0,1.0,95.15625,951.5625,23.7890625,23.7890625
100.0,2.0,0.5,1.0,5.96875,13.671875,1.4921875,0.0341796875
100.0,2.0,2.0,1.0,18.999999999999986,1100.0,4.75,2.75
100.0,2.0,5.0,1.0,26.999999999999957,2550.0,6.75,6.375
100.0,2.0,7.5,1.0,27.00000000000001,2700.0,6.75,6.75
100.0,2.0,25.0,1.0,27.5,2750.0,6.875,6.875
100.0,2.0,50.0,1.0,27.5,2750.0,6.875,6.875
100.0,2.0,75.0,1.0,27.5,2750.0,6.875,6.875
100.0,2.0,100.0,1.0,27.5,2750.0,6.875,6.875
100.0,3.0,0.5,1.0,6.8125,18.359375,1.703125,0.0458984375
100.0,3.0,2.0,1.0,29.999999999999975,1625.0,7.5,4.0625
100.0,3.0,5.0,1.0,42.999999999999936,4400.0,10.75,11.0
100.0,3.0,7.5,1.0,42.00000000000002,4350.0,10.5,10.875
100.0,3.0,25.0,1.0,42.0,4200.0,10.5,10.5
100.0,3.0,50.0,1.0,42.0,4200.0,10.5,10.5
100.0,3.0,75.0,1.0,42.0,4200.0,10.5,10.5
100.0,3.0,100.0,1.0,42.0,4200.0,10.5,10.5
100.0,6.0,0.5,1.0,9.5625,33.0078125,2.390625,0.08251953125
100.0,6.0,2.0,1.0,61.99999999999995,3556.25,15.5,8.890625
100.0,6.0,5.0,1.0,93.18749999999986,8662.5,23.296875,21.65625
100.0,6.0,7.5,1.0,99.75000000000004,9975.0,24.9375,24.9375
100.0,6.0,25.0,1.0,95.15625,9515.625,23.7890625,23.7890625
100.0,6.0,50.0,1.0,95.15625,9515.625,23.7890625,23.7890625
100.0,6.0,75.0,1.0,95.15625,9515.625,23.7890625,23.7890625
100.0,6.0,100.0,1.0,95.15625,9515.625,23.7890625,23.7890625
1000.0,2.0,0.5,1.0,4.6718749999999964,14.16015625,1.16796875,0.0035400390625
1000.0,2.0,2.0,1.0,18.99999999999999,11000.0,4.75,2.75
1000.0,2.0,5.0,1.0,26.99999999999999,25500.0,6.75,6.375
1000.0,2.0,7.5,1.0,26.99999999999999,27000.0,6.75,6.75
1000.0,2.0,25.0,1.0,27.5,27500.0,6.875,6.875
1000.0,2.0,50.0,1.0,27.5,27500.0,6.875,6.875
1000.0,2.0,75.0,1.0,27.5,27500.0,6.875,6.875
1000.0,2.0,100.0,1.0,27.5,27500.0,6.875,6.875
1000.0,6.0,0.5,1.0,5.773437499999996,32.71484375,1.443359375,0.0081787109375
1000.0,6.0,2.0,1.0,61.999999999999964,34375.0,15.5,8.59375
1000.0,6.0,5.0,1.0,93.18749999999997,86625.0,23.296875,21.65625
1000.0,6.0,7.5,1.0,99.74999999999997,99750.0,24.9375,24.9375
1000.0,6.0,25.0,1.0,95.15625,95156.25,23.7890625,23.7890625
1000.0,6.0,50.0,1.0,95.15625,95156.25,23.7890625,23.7890625
1000.0,6.0,75.0,1.0,95.15625,95156.25,23.7890625,23.7890625
1000.0,6.0,100.0,1.0,95.15625,95156.25,23.7890625,23.7890625
